
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631
 Document Pair(4,46) 	 Similarity Score: 26.10183393225415

 Document Pair(4,47) 	 Similarity Score: 31.73610873705502

 Document Pair(4,48) 	 Similarity Score: 31.73610873705502

 Document Pair(4,49) 	 Similarity Score: 46.480334979746566

 Document Pair(4,50) 	 Similarity Score: 31.73610873705502

 Document Pair(4,51) 	 Similarity Score: 31.73610873705502

 Document Pair(4,52) 	 Similarity Score: 46.480334979746566

 Document Pair(4,53) 	 Similarity Score: 17.776284819594274

 Document Pair(4,54) 	 Similarity Score: 20.909329688078905

 Document Pair(4,55) 	 Similarity Score: 19.932901759317172

 Document Pair(4,56) 	 Similarity Score: 18.018316357327425

 Document Pair(4,57) 	 Similarity Score: 31.73610873705502

 Document Pair(4,58) 	 Similarity Score: 31.73610873705502

 Document Pair(4,59) 	 Similarity Score: 31.73610873705502

 Document Pair(4,60) 	 Similarity Score: 14.76135833151334

 Document Pair(4,61) 	 Similarity Score: 46.480334979746566

 Document Pair(4,62) 	 Similarity Score: 46.480334979746566

 Document Pair(4,63) 	 Similarity Score: 46.480334979746566

 Document Pair(4,64) 	 Similarity Score: 31.73610873705502

 Document Pair(4,65) 	 Similarity Score: 81.59313032668332

 Document Pair(4,66) 	 Similarity Score: 31.66140308372588

 Document Pair(4,67) 	 Similarity Score: 31.73610873705502

 Document Pair(4,68) 	 Similarity Score: 31.73610873705502

 Document Pair(4,69) 	 Similarity Score: 46.480334979746566

 Document Pair(4,70) 	 Similarity Score: 31.73610873705502

 Document Pair(4,71) 	 Similarity Score: 31.73610873705502

 Document Pair(4,72) 	 Similarity Score: 46.480334979746566

 Document Pair(4,73) 	 Similarity Score: 12.903307417352227

 Document Pair(4,74) 	 Similarity Score: 20.909329688078905

 Document Pair(4,75) 	 Similarity Score: 20.909329688078905

 Document Pair(4,76) 	 Similarity Score: 20.909329688078905

 Document Pair(4,77) 	 Similarity Score: 14.76135833151334

 Document Pair(4,78) 	 Similarity Score: 20.909329688078905

 Document Pair(4,79) 	 Similarity Score: 46.480334979746566

 Document Pair(4,80) 	 Similarity Score: 20.909329688078905

 Document Pair(4,81) 	 Similarity Score: 22.203687779130927

 Document Pair(4,82) 	 Similarity Score: 46.480334979746566

 Document Pair(4,83) 	 Similarity Score: 31.73610873705502

 Document Pair(4,84) 	 Similarity Score: 46.480334979746566

 Document Pair(4,85) 	 Similarity Score: 46.480334979746566

 Document Pair(4,86) 	 Similarity Score: 46.480334979746566

 Document Pair(4,87) 	 Similarity Score: 31.73610873705502

 Document Pair(4,88) 	 Similarity Score: 46.480334979746566

 Document Pair(4,89) 	 Similarity Score: 31.73610873705502

 Document Pair(4,90) 	 Similarity Score: 81.59313032668332

 Document Pair(4,91) 	 Similarity Score: 31.73610873705502

 Document Pair(4,92) 	 Similarity Score: 20.909329688078905

 Document Pair(4,93) 	 Similarity Score: 23.617155593094303

 Document Pair(4,94) 	 Similarity Score: 20.909329688078905

 Document Pair(4,95) 	 Similarity Score: 20.909329688078905

 Document Pair(4,96) 	 Similarity Score: 81.59313032668332

 Document Pair(4,97) 	 Similarity Score: 34.11892948224883

 Document Pair(4,98) 	 Similarity Score: 46.480334979746566

 Document Pair(4,99) 	 Similarity Score: 20.909329688078905

 Document Pair(4,100) 	 Similarity Score: 14.776274768099068

 Document Pair(5,0) 	 Similarity Score: 22.355820159174137

 Document Pair(5,1) 	 Similarity Score: 38.43867371367621

 Document Pair(5,2) 	 Similarity Score: 101.81980515339464

 Document Pair(5,3) 	 Similarity Score: 27.47322683982437

 Document Pair(5,4) 	 Similarity Score: 52.58682808634872

 Document Pair(5,5) 	 Similarity Score: 101.81980515339464

 Document Pair(5,6) 	 Similarity Score: 101.81980515339464

 Document Pair(5,7) 	 Similarity Score: 38.43867371367621

 Document Pair(5,8) 	 Similarity Score: 25.362189970405947

 Document Pair(5,9) 	 Similarity Score: 38.43867371367621

 Document Pair(5,10) 	 Similarity Score: 101.81980515339464

 Document Pair(5,11) 	 Similarity Score: 21.062806229708535

 Document Pair(5,12) 	 Similarity Score: 38.43867371367621

 Document Pair(5,13) 	 Similarity Score: 38.43867371367621

 Document Pair(5,14) 	 Similarity Score: 38.43867371367621

 Document Pair(5,15) 	 Similarity Score: 24.3445730664498

 Document Pair(5,16) 	 Similarity Score: 101.81980515339464

 Document Pair(5,17) 	 Similarity Score: 101.81980515339464

 Document Pair(5,18) 	 Similarity Score: 38.43867371367621

 Document Pair(5,19) 	 Similarity Score: 28.44833339094316

 Document Pair(5,20) 	 Similarity Score: 101.81980515339464

 Document Pair(5,21) 	 Similarity Score: 25.08431148112346

 Document Pair(5,22) 	 Similarity Score: 24.3445730664498

 Document Pair(5,23) 	 Similarity Score: 25.712634493471437

 Document Pair(5,24) 	 Similarity Score: 25.362189970405947

 Document Pair(5,25) 	 Similarity Score: 38.43867371367621

 Document Pair(5,26) 	 Similarity Score: 38.43867371367621

 Document Pair(5,27) 	 Similarity Score: 38.43867371367621

 Document Pair(5,28) 	 Similarity Score: 38.43867371367621

 Document Pair(5,29) 	 Similarity Score: 38.43867371367621

 Document Pair(5,30) 	 Similarity Score: 101.81980515339464

 Document Pair(5,31) 	 Similarity Score: 101.81980515339464

 Document Pair(5,32) 	 Similarity Score: 101.81980515339464

 Document Pair(5,33) 	 Similarity Score: 38.43867371367621

 Document Pair(5,34) 	 Similarity Score: 47.714514714288526

 Document Pair(5,35) 	 Similarity Score: 33.96136821185459

 Document Pair(5,36) 	 Similarity Score: 101.81980515339464

 Document Pair(5,37) 	 Similarity Score: 17.252007767816334

 Document Pair(5,38) 	 Similarity Score: 25.281875632770785

 Document Pair(5,39) 	 Similarity Score: 29.192826735494954

 Document Pair(5,40) 	 Similarity Score: 25.955995434862533

 Document Pair(5,41) 	 Similarity Score: 24.3445730664498

 Document Pair(5,42) 	 Similarity Score: 18.785152151309344

 Document Pair(5,43) 	 Similarity Score: 18.64735268710865

 Document Pair(5,44) 	 Similarity Score: 20.602276375729144

 Document Pair(5,45) 	 Similarity Score: 101.81980515339464

 Document Pair(5,46) 	 Similarity Score: 26.202310021177432

 Document Pair(5,47) 	 Similarity Score: 38.43867371367621

 Document Pair(5,48) 	 Similarity Score: 38.43867371367621

 Document Pair(5,49) 	 Similarity Score: 101.81980515339464

 Document Pair(5,50) 	 Similarity Score: 38.43867371367621

 Document Pair(5,51) 	 Similarity Score: 38.43867371367621

 Document Pair(5,52) 	 Similarity Score: 101.81980515339464

 Document Pair(5,53) 	 Similarity Score: 21.062806229708535

 Document Pair(5,54) 	 Similarity Score: 27.47322683982437

 Document Pair(5,55) 	 Similarity Score: 25.143069600696045

 Document Pair(5,56) 	 Similarity Score: 20.38992923383837

 Document Pair(5,57) 	 Similarity Score: 38.43867371367621

 Document Pair(5,58) 	 Similarity Score: 38.43867371367621

 Document Pair(5,59) 	 Similarity Score: 38.43867371367621

 Document Pair(5,60) 	 Similarity Score: 19.03632024327058

 Document Pair(5,61) 	 Similarity Score: 101.81980515339464

 Document Pair(5,62) 	 Similarity Score: 101.81980515339464

 Document Pair(5,63) 	 Similarity Score: 101.81980515339464

 Document Pair(5,64) 	 Similarity Score: 38.43867371367621

 Document Pair(5,65) 	 Similarity Score: 25.955995434862533

 Document Pair(5,66) 	 Similarity Score: 33.341733376077684

 Document Pair(5,67) 	 Similarity Score: 38.43867371367621

 Document Pair(5,68) 	 Similarity Score: 38.43867371367621

 Document Pair(5,69) 	 Similarity Score: 101.81980515339464

 Document Pair(5,70) 	 Similarity Score: 38.43867371367621

 Document Pair(5,71) 	 Similarity Score: 38.43867371367621

 Document Pair(5,72) 	 Similarity Score: 101.81980515339464

 Document Pair(5,73) 	 Similarity Score: 17.252007767816334

 Document Pair(5,74) 	 Similarity Score: 27.47322683982437

 Document Pair(5,75) 	 Similarity Score: 27.47322683982437

 Document Pair(5,76) 	 Similarity Score: 27.47322683982437

 Document Pair(5,77) 	 Similarity Score: 19.03632024327058

 Document Pair(5,78) 	 Similarity Score: 27.47322683982437

 Document Pair(5,79) 	 Similarity Score: 101.81980515339464

 Document Pair(5,80) 	 Similarity Score: 27.47322683982437

 Document Pair(5,81) 	 Similarity Score: 42.27410313103454

 Document Pair(5,82) 	 Similarity Score: 101.81980515339464

 Document Pair(5,83) 	 Similarity Score: 38.43867371367621

 Document Pair(5,84) 	 Similarity Score: 101.81980515339464

 Document Pair(5,85) 	 Similarity Score: 101.81980515339464

 Document Pair(5,86) 	 Similarity Score: 101.81980515339464

 Document Pair(5,87) 	 Similarity Score: 38.43867371367621

 Document Pair(5,88) 	 Similarity Score: 101.81980515339464

 Document Pair(5,89) 	 Similarity Score: 38.43867371367621

 Document Pair(5,90) 	 Similarity Score: 25.955995434862533

 Document Pair(5,91) 	 Similarity Score: 38.43867371367621

 Document Pair(5,92) 	 Similarity Score: 27.47322683982437

 Document Pair(5,93) 	 Similarity Score: 47.714514714288526

 Document Pair(5,94) 	 Similarity Score: 27.47322683982437

 Document Pair(5,95) 	 Similarity Score: 27.47322683982437

 Document Pair(5,96) 	 Similarity Score: 25.955995434862533

 Document Pair(5,97) 	 Similarity Score: 34.615464804752975

 Document Pair(5,98) 	 Similarity Score: 101.81980515339464

 Document Pair(5,99) 	 Similarity Score: 27.47322683982437

 Document Pair(5,100) 	 Similarity Score: 19.32001679137972

 Document Pair(6,0) 	 Similarity Score: 22.355820159174137

 Document Pair(6,1) 	 Similarity Score: 38.43867371367621

 Document Pair(6,2) 	 Similarity Score: 101.81980515339464

 Document Pair(6,3) 	 Similarity Score: 27.47322683982437

 Document Pair(6,4) 	 Similarity Score: 52.58682808634872

 Document Pair(6,5) 	 Similarity Score: 101.81980515339464

 Document Pair(6,6) 	 Similarity Score: 101.81980515339464

 Document Pair(6,7) 	 Similarity Score: 38.43867371367621

 Document Pair(6,8) 	 Similarity Score: 25.362189970405947

 Document Pair(6,9) 	 Similarity Score: 38.43867371367621

 Document Pair(6,10) 	 Similarity Score: 101.81980515339464

 Document Pair(6,11) 	 Similarity Score: 21.062806229708535

 Document Pair(6,12) 	 Similarity Score: 38.43867371367621

 Document Pair(6,13) 	 Similarity Score: 38.43867371367621

 Document Pair(6,14) 	 Similarity Score: 38.43867371367621

 Document Pair(6,15) 	 Similarity Score: 24.3445730664498

 Document Pair(6,16) 	 Similarity Score: 101.81980515339464

 Document Pair(6,17) 	 Similarity Score: 101.81980515339464

 Document Pair(6,18) 	 Similarity Score: 38.43867371367621

 Document Pair(6,19) 	 Similarity Score: 28.44833339094316

 Document Pair(6,20) 	 Similarity Score: 101.81980515339464

 Document Pair(6,21) 	 Similarity Score: 25.08431148112346

 Document Pair(6,22) 	 Similarity Score: 24.3445730664498

 Document Pair(6,23) 	 Similarity Score: 25.712634493471437

 Document Pair(6,24) 	 Similarity Score: 25.362189970405947

 Document Pair(6,25) 	 Similarity Score: 38.43867371367621

 Document Pair(6,26) 	 Similarity Score: 38.43867371367621

 Document Pair(6,27) 	 Similarity Score: 38.43867371367621

 Document Pair(6,28) 	 Similarity Score: 38.43867371367621

 Document Pair(6,29) 	 Similarity Score: 38.43867371367621

 Document Pair(6,30) 	 Similarity Score: 101.81980515339464

 Document Pair(6,31) 	 Similarity Score: 101.81980515339464

 Document Pair(6,32) 	 Similarity Score: 101.81980515339464

 Document Pair(6,33) 	 Similarity Score: 38.43867371367621

 Document Pair(6,34) 	 Similarity Score: 47.714514714288526

 Document Pair(6,35) 	 Similarity Score: 33.96136821185459

 Document Pair(6,36) 	 Similarity Score: 101.81980515339464

 Document Pair(6,37) 	 Similarity Score: 17.252007767816334

 Document Pair(6,38) 	 Similarity Score: 25.281875632770785

 Document Pair(6,39) 	 Similarity Score: 29.192826735494954

 Document Pair(6,40) 	 Similarity Score: 25.955995434862533

 Document Pair(6,41) 	 Similarity Score: 24.3445730664498

 Document Pair(6,42) 	 Similarity Score: 18.785152151309344

 Document Pair(6,43) 	 Similarity Score: 18.64735268710865

 Document Pair(6,44) 	 Similarity Score: 20.602276375729144

 Document Pair(6,45) 	 Similarity Score: 101.81980515339464

 Document Pair(6,46) 	 Similarity Score: 26.202310021177432

 Document Pair(6,47) 	 Similarity Score: 38.43867371367621

 Document Pair(6,48) 	 Similarity Score: 38.43867371367621

 Document Pair(6,49) 	 Similarity Score: 101.81980515339464

 Document Pair(6,50) 	 Similarity Score: 38.43867371367621

 Document Pair(6,51) 	 Similarity Score: 38.43867371367621

 Document Pair(6,52) 	 Similarity Score: 101.81980515339464

 Document Pair(6,53) 	 Similarity Score: 21.062806229708535

 Document Pair(6,54) 	 Similarity Score: 27.47322683982437

 Document Pair(6,55) 	 Similarity Score: 25.143069600696045

 Document Pair(6,56) 	 Similarity Score: 20.38992923383837

 Document Pair(6,57) 	 Similarity Score: 38.43867371367621

 Document Pair(6,58) 	 Similarity Score: 38.43867371367621

 Document Pair(6,59) 	 Similarity Score: 38.43867371367621

 Document Pair(6,60) 	 Similarity Score: 19.03632024327058

 Document Pair(6,61) 	 Similarity Score: 101.81980515339464

 Document Pair(6,62) 	 Similarity Score: 101.81980515339464

 Document Pair(6,63) 	 Similarity Score: 101.81980515339464

 Document Pair(6,64) 	 Similarity Score: 38.43867371367621

 Document Pair(6,65) 	 Similarity Score: 25.955995434862533

 Document Pair(6,66) 	 Similarity Score: 33.341733376077684

 Document Pair(6,67) 	 Similarity Score: 38.43867371367621

 Document Pair(6,68) 	 Similarity Score: 38.43867371367621

 Document Pair(6,69) 	 Similarity Score: 101.81980515339464

 Document Pair(6,70) 	 Similarity Score: 38.43867371367621

 Document Pair(6,71) 	 Similarity Score: 38.43867371367621

 Document Pair(6,72) 	 Similarity Score: 101.81980515339464

 Document Pair(6,73) 	 Similarity Score: 17.252007767816334

 Document Pair(6,74) 	 Similarity Score: 27.47322683982437

 Document Pair(6,75) 	 Similarity Score: 27.47322683982437

 Document Pair(6,76) 	 Similarity Score: 27.47322683982437

 Document Pair(6,77) 	 Similarity Score: 19.03632024327058

 Document Pair(6,78) 	 Similarity Score: 27.47322683982437

 Document Pair(6,79) 	 Similarity Score: 101.81980515339464

 Document Pair(6,80) 	 Similarity Score: 27.47322683982437

 Document Pair(6,81) 	 Similarity Score: 42.27410313103454

 Document Pair(6,82) 	 Similarity Score: 101.81980515339464

 Document Pair(6,83) 	 Similarity Score: 38.43867371367621

 Document Pair(6,84) 	 Similarity Score: 101.81980515339464

 Document Pair(6,85) 	 Similarity Score: 101.81980515339464

 Document Pair(6,86) 	 Similarity Score: 101.81980515339464

 Document Pair(6,87) 	 Similarity Score: 38.43867371367621

 Document Pair(6,88) 	 Similarity Score: 101.81980515339464

 Document Pair(6,89) 	 Similarity Score: 38.43867371367621

 Document Pair(6,90) 	 Similarity Score: 25.955995434862533

 Document Pair(6,91) 	 Similarity Score: 38.43867371367621

 Document Pair(6,92) 	 Similarity Score: 27.47322683982437

 Document Pair(6,93) 	 Similarity Score: 47.714514714288526

 Document Pair(6,94) 	 Similarity Score: 27.47322683982437

 Document Pair(6,95) 	 Similarity Score: 27.47322683982437

 Document Pair(6,96) 	 Similarity Score: 25.955995434862533

 Document Pair(6,97) 	 Similarity Score: 34.615464804752975

 Document Pair(6,98) 	 Similarity Score: 101.81980515339464

 Document Pair(6,99) 	 Similarity Score: 27.47322683982437

 Document Pair(6,100) 	 Similarity Score: 19.32001679137972

 Document Pair(7,0) 	 Similarity Score: 29.957321249286462

 Document Pair(7,1) 	 Similarity Score: 138.92190129982208

 Document Pair(7,2) 	 Similarity Score: 45.86714549152568

 Document Pair(7,3) 	 Similarity Score: 43.27206955347034

 Document Pair(7,4) 	 Similarity Score: 46.70413111920848

 Document Pair(7,5) 	 Similarity Score: 45.86714549152568

 Document Pair(7,6) 	 Similarity Score: 45.86714549152568

 Document Pair(7,7) 	 Similarity Score: 138.92190129982208

 Document Pair(7,8) 	 Similarity Score: 37.72787143190125

 Document Pair(7,9) 	 Similarity Score: 138.92190129982208

 Document Pair(7,10) 	 Similarity Score: 45.86714549152568

 Document Pair(7,11) 	 Similarity Score: 28.0965799306938

 Document Pair(7,12) 	 Similarity Score: 138.92190129982208

 Document Pair(7,13) 	 Similarity Score: 138.92190129982208

 Document Pair(7,14) 	 Similarity Score: 138.92190129982208

 Document Pair(7,15) 	 Similarity Score: 40.96557719944599

 Document Pair(7,16) 	 Similarity Score: 45.86714549152568

 Document Pair(7,17) 	 Similarity Score: 45.86714549152568

 Document Pair(7,18) 	 Similarity Score: 138.92190129982208

 Document Pair(7,19) 	 Similarity Score: 40.93143062330585

 Document Pair(7,20) 	 Similarity Score: 45.86714549152568

 Document Pair(7,21) 	 Similarity Score: 40.58155927171812

 Document Pair(7,22) 	 Similarity Score: 40.96557719944599

 Document Pair(7,23) 	 Similarity Score: 40.38873605350878

 Document Pair(7,24) 	 Similarity Score: 37.72787143190125

 Document Pair(7,25) 	 Similarity Score: 138.92190129982208

 Document Pair(7,26) 	 Similarity Score: 138.92190129982208

 Document Pair(7,27) 	 Similarity Score: 138.92190129982208

 Document Pair(7,28) 	 Similarity Score: 138.92190129982208

 Document Pair(7,29) 	 Similarity Score: 138.92190129982208

 Document Pair(7,30) 	 Similarity Score: 45.86714549152568

 Document Pair(7,31) 	 Similarity Score: 45.86714549152568

 Document Pair(7,32) 	 Similarity Score: 45.86714549152568

 Document Pair(7,33) 	 Similarity Score: 138.92190129982208

 Document Pair(7,34) 	 Similarity Score: 26.811533811265715

 Document Pair(7,35) 	 Similarity Score: 52.02038957289869

 Document Pair(7,36) 	 Similarity Score: 45.86714549152568

 Document Pair(7,37) 	 Similarity Score: 22.858904592702636
